Comment ID,Rating,Tokens Used,Content,hate_filtered,hate_severity,jailbreak_filtered,jailbreak_detected,jailbreak_severity,self_harm_filtered,self_harm_severity,sexual_filtered,sexual_severity,violence_filtered,violence_severity
132,2,186,Our fascist thieves are on a roll.  Cant blame them...we are allowing it. American Taxpayers are just plain old helpless. I guess.  Perhaps the next fraudulent election we can vote for whoever our fascists allow us to vote for.   Trump. 2024. A DANGER TO OUR KLEPTOCRACY!   OUR THIEVES KNOW IT TOO.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
133,2,115,This is very disturbing to say the least.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
134,2,123,Biden has done more permanent damage to the USA than any person in history.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
135,2,148,"I have decided to transition myself. No, not into a biological female.                             I am transitioning into a ""migrant"" so that I can bypass and flaunt the laws of our nation with impunity.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
136,2,125,Just a slap in the face from the Biden administration they are really just buying the illegal vote.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137,1,128,Well this is comforting. I had to do everything but submit my fingerprints when I returned something to TJ Maxx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
138,2,116,Any Republican in 2024...last chance.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139,1,128,Well this is comforting. I had to do everything but submit my fingerprints when I returned something to TJ Maxx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
140,2,116,Any Republican in 2024...last chance.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
141,2,117,It doesn’t matter because democrat voters are ignorant.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
142,N/A,0,"Ship the illegals to buffalo to shovel out highmark stadium, for free",True,high,False,False,N/A,False,safe,False,safe,True,medium
143,N/A,0,I’m glad I’m old and will be dead before having to see the sun go down on what was once a beautiful country. The American people are getting exactly what they deserve for endorsing the government that they have elected. This place is over.,False,safe,False,False,N/A,True,medium,False,safe,False,safe
144,1,110,Insanity !.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
145,2,115,November can’t get here quick enough.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
146,2,128,So when they attempt to hijack a plane to go back home…we don’t really know who they are,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
147,2,118,this says more about the politicians than it does the immigrants.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
148,2,110,They should fly back,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
149,2,133,"Once again, thank a liberal, thank a democrat for treating American citizens and veterans like garbage while rolling out the red carpet for illegals",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
150,1,145,"I don't fly often, but when I do I never show ID. I haven't shown ID to board a plane in more than 20 years. It's all security theater.Cheers! ☮",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
151,2,126,Having their photo taken is optional? Why? Can everyone just admit that Trump was right? Again.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
152,2,151,Excellent article NY Post as are many of your articles. Thank you! May be it's time for the Republicans to step on the gas some with a lot of this pathetic nonsense and go from 5 to at least 25 mph,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
153,2,119,This started with the GOP  - Never vote GOP NeoCons,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
154,4,125,What happens when these 10-25 million people decide to take up arms against the country?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
155,2,162,"More proof that the Laurel and Hardy admin doesn't care about America.  We citizens, born here or not, are becoming second class.  The TSA will frisk an 8 or 98 year old; but will allow who knows what to pass through w/o an ID?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
156,1,125,"No worries,  Pete and Joe said it's okay. nothing to see here...move on!!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
157,4,121,"invader first, american last. welcome to the new leftist america.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
158,2,111,They are not migrants.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
159,1,119,I suppose this was authorized by Pete the purrr-verrt?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
160,N/A,0,"Say goodbye to security, coherence, and the law.  All to protect the desired special group of illegals.  Thanks Democrats.",True,medium,False,False,N/A,False,safe,False,safe,False,low
161,3,146,Who will YOU choose in November after another story like this??   Democrat / lefties….is THIS what you had in mind?  Weigh in here. But sure….those indictments.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
162,2,114,If true...THIS IS NONSENSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
163,1,117,I hate Trump. I will be voting for Trump.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
164,2,111,They are not migrants.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
165,1,119,I suppose this was authorized by Pete the purrr-verrt?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
166,N/A,0,"Say goodbye to security, coherence, and the law.  All to protect the desired special group of illegals.  Thanks Democrats.",True,medium,False,False,N/A,False,safe,False,safe,False,low
167,2,146,Who will YOU choose in November after another story like this??   Democrat / lefties….is THIS what you had in mind?  Weigh in here. But sure….those indictments.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
168,2,114,If true...THIS IS NONSENSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
169,1,117,I hate Trump. I will be voting for Trump.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
170,4,171,"Democrats are in the process of politically neutralizing America's middle-class, aka we the people, by allowing millions of military-age, criminal male illiterates, into our communities who are destroying our cultural and social infrastructure which is why they want our guns. Read Thomas Paine's Common Sense and substitute DNC for Britain.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
171,1,124,While my husband gets pulled out of line and frisked for carrying a block of fudge.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
172,1,123,Yet I need Real ID or a passport and get groped by TSA.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
173,2,129,"Dear America: If you wish to be treated like second-class citizens in your own nation, keep voting for Democrats.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
174,2,179,"You vote democrat? You voted yourself in to serfdom and second class citizenship. Ask a democrat what they need to get into the DNC this year, ""ID."" Whose the fool? All the problem's in America are fixable if you simply vote. If not, continue to have your life and lifestyle erased by the Davos nihilist's.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
175,2,125,Biden and his cartel are 100% responsible for this lack of regard for Americans.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
176,4,142,"As a United States Marine, my one question is ""why""? You will understand down the road when we are attacked in multiple cities at the same time, I guess.Semper Fi",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
177,2,115,Trump '24......that'll fix it....,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
178,N/A,0,The next 9/11 is going to happen because of this administration. The sleeper cells will awaken and deliver death and destruction. That may be the only thing that can reunite this country and our patriotism unfortunately. God knows FJB isn't going to do it.,True,high,False,False,N/A,False,safe,False,safe,True,high
179,2,146,Liberals just don't care; they are so full of hate that they would rather see the USA fail. Who in their right mind could vote for another four years based on the last three years.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
180,2,142,"This isn't ""bad optics."" This is ILLEGAL, UNCONSTITUTIONAL! How is this possible? Why isn't the federal government being sued for immediate injunctive relief?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
181,2,148,"Being an actual American citizen means that we're definitely guilty of some crime against illegal aliens, so that's just one of the many privileges they are given to atone for whatever it was that we did to them.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
182,2,151,"No proper vetted ID … make them walk. They're used to it. Better yet, tell them “Si” … this plane is going to New Jork. And then fly them to the southernmost airport in South America.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
183,1,126,"Welcome to Joe Biden’s ESTADOS UNIDOS. “Press ONE for Spanish, Ten for English.”",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
184,2,125,Democrats don’t believe in forms of ID for anything that will hurt their election chances.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
185,3,121,"This is so  scary, another 911 is right around the corner",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
186,2,119,"Democrats: rules for thee, but not for me.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
187,2,112,#yesbutwhataboutTrump,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
188,4,116,"Invaders, not ""migrants.""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
189,1,112,#yesbutwhataboutTrump,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190,4,116,"Invaders, not ""migrants.""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
191,2,139,Leave your wallet in your pocket going through the full body x-ray? You get an inside the pants grope by the TSA rent-a-cops! Great system!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
192,2,146,This is the result of democrats buying future votes. They could care less about tax paying Americans. They want votes. And they think Trump is a threat to democracy? Give me a break.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
193,3,121,Mayorkas and Biden should be charged with TREASON and sentenced accordingly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
194,2,127,and when Trump starts the mass deportations there will be loud crescendo about  in the otherwise complicit media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
195,1,116,Press one for spanish. Press two for english.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
196,2,148,I stopped flying when the airlines took the mask mandate over the edge and treated you like a monster. These illegal immigrants already broke the law to get here. Where is the outrage for who's paying for this nonsense,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
197,1,114,Dems are responsible for this mess.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
198,2,113,81 million people voted for this,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
199,3,149,Either showing ID to travel was about control and was never about your safety or Biden administration is laying the red carpet for a major incident. Sympathy from a false flag event could be good for his dismal pole numbers.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
200,4,139,"Our government’s agenda does not include looking out for American citizens.It’s time to throw that entire Marxist crowd out on their ear, and get back to sanity.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
201,2,118,"Like Bongino asks ""Is it bad enough yet? """,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
202,2,126,One can only hope they’re taking one way flights back to wherever the heck they came from.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
203,4,157,The Biden administration is intent on encouraging “illegal alien” terrorists to board commercial aircraft to kill Americans.  Joe Biden clearly hasn’t heard of 911.  This person is a menace and traitor to the American nation and must be removed from office.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
204,2,129,If you voted for the radical Biden admin (or voted Dem at all) then THIS is what you voted for America,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
205,2,141,"“I’m an American citizen and I’m quite offended that these migrants that have come in here are getting preferential treatment and being prioritized in so many ways""   SPOT ON.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
206,3,111,Had enough yet America??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
207,N/A,0,"How about, getting a plane full of migrants and flying them back to their country.  Let them fill out documents and then enter legally. Enough is enough",True,medium,False,False,N/A,False,safe,False,safe,False,low
208,2,133,"So, people here illegally have more rights than American citizens. I'm shocked if anybody's shocked. Vote communist blue, no matter who.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
209,N/A,0,Diversity is a cancer. Strong societies are unified by a shared culture and a common background. Our leaders are balkanizing the country and shredding its fabric. Who would want a bunch of illegals or foreigners moving into his neighborhood?,True,medium,False,False,N/A,False,safe,False,safe,False,safe
210,4,129,When will the abuses and usurpations of this tyrannical government be enough for you to rise up?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
211,2,138,"First they enter the country illegally, and then are given a free pass to roam at will. I am so sick of Americans taking second place to illegal aliens.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
212,2,133,"As a nation, we use to be able to balance compassion with justice. Now, we're in a quagmire and sinking fast.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
213,1,112,This is truly a joke.....,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
214,3,138,"First they enter the country illegally, and then are given a free pass to roam at will. I am so sick of Americans taking second place to illegal aliens.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
215,2,133,"As a nation, we use to be able to balance compassion with justice. Now, we're in a quagmire and sinking fast.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216,1,112,This is truly a joke.....,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
217,2,116,"The term ""migrant"" is completely erroneous.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
218,3,199,Thank you Biden and your staff for treating illegal aliens better than Americans. Besides the mistreatment by you of Americans the illégal aliens are allowed into our Country without any check of criminal or medical history. And we are finding out the illegal aliens board passenger planes with no ID or any type of security check. Unfortunately something tragic will have to occur before the right things are done to protect the citizens of the United States. November elections can’t get here fast enough.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
219,5,122,all loyal liberals have no problem sacrificing their children to achieve a new world order.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
220,2,119,Thanks Pete Buttigieg putting DEI over Americans Safety!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
221,1,156,"Be sure and read Breitbart News' original reporting on this. They actually print the photo of the signs at the airport, unlike the New York Post reporters, who sit around all day scrolling Tik-Tok and copying down ""news"" from there.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
