Comment ID,Rating,Tokens Used,Content,Error Message,,
199,2,134,"NY POST is a pro-illegal alien rag. Portraying every illegal border crosser as an oppressed, asylum seeking migrant.",N/A,,
200,3,322,"Yes in some ways he does want mass amnesty. Why? To register these people to vote for the communist party. He wants to turn us into a communist nation and the next ""election"" will be our last and final election If him and the democrats have their way. This is part of the communist takeover. They release all the criminals on the street and then when the communist takeover starts, they will ""fix"" the problem just so they can show us that we ""need"" them, hence the reason why they are taking away gun rights. And then they will kill free enterprise in America between the ""minimum wage hikes"" and all the theft. You can't have free enterprise and communism together, the government must own everything. And once they own the stores, they will put you on a ""carbon footprint"" and ""social"" payment system. So if you use too much ""carbon footprint"" or said and did anything the communist party doesn't like, they will refuse to sell you things. This is part of the plan and China is behind all of it along with the UN aka the globalists aka the communists. These people are our replacements because the government needs people to control and when the border is left wide opened, drugs can pour in and kill our citizens while China makes loads of money. This is all on purpose!",N/A,,
201,2,117,Here come the new voters (DEMOCRAT),N/A,,
202,3,260,"Biden is puppet, Obama is puppet master.  Most countries require years of assimilation to become citizens and vote.  Obama wants Christian majority out of power, and open borders allow millions of aliens to force US to accommodate their agendas.  Obama will get Biden to appoint tens of thousands of (new) lawyers to work on backlog of asylum/deportation cases, ignoring fast track solution of Congress.  Obama will become the most powerful man in the US, heading an army of litigators controlling every aspect of society, so that border patrol or police/sheriffs feel as though they can do nothing without approval of lawyers.   Over time, Obama can receive funding from wealthy insurrectionists.  NYers, you are watching/living in a sci-fi story.",N/A,,
203,2,134,"NY POST is a pro-illegal alien rag. Portraying every illegal border crosser as an oppressed, asylum seeking migrant.",N/A,,
204,3,322,"Yes in some ways he does want mass amnesty. Why? To register these people to vote for the communist party. He wants to turn us into a communist nation and the next ""election"" will be our last and final election If him and the democrats have their way. This is part of the communist takeover. They release all the criminals on the street and then when the communist takeover starts, they will ""fix"" the problem just so they can show us that we ""need"" them, hence the reason why they are taking away gun rights. And then they will kill free enterprise in America between the ""minimum wage hikes"" and all the theft. You can't have free enterprise and communism together, the government must own everything. And once they own the stores, they will put you on a ""carbon footprint"" and ""social"" payment system. So if you use too much ""carbon footprint"" or said and did anything the communist party doesn't like, they will refuse to sell you things. This is part of the plan and China is behind all of it along with the UN aka the globalists aka the communists. These people are our replacements because the government needs people to control and when the border is left wide opened, drugs can pour in and kill our citizens while China makes loads of money. This is all on purpose!",N/A,,
205,2,117,Here come the new voters (DEMOCRAT),N/A,,
206,2,137,This wanton disrespect for the oath Biden swore to protect and defend our border and our nation from this invasion is reason enough to impeach him.,N/A,,
207,1,287,"One thing that is never mentioned, is illegal immigrants add hundreds of billions yearly to the GDP, resulting in much higher GDP growth. They pay state and fed taxes, but don't collect nearly as much as they put in. Healthcare costs is a wash, in terms of their contribution. Their crime rates are much lower than US Citizens. As for wages, they lower non-high school educated US citizens wages 1-5%, and raise higher income citizens wages due to their spending on goods and services.If you search this, keep in mind the Heritage Foundation study refuses to consider their contribution to GDP...which is pretty funny. You can be against them all you want, but to not consider these facts is a pretty good indication you just don't like them, vs. having legit concerns. And no, Al Qaeda has never entered thru Mexico. Could they, sure, but they could also get off a cargo ship.",N/A,,
208,2,123,Forgive my ignorance but isn't  this contrary to his sworn oath of office.,N/A,,
209,2,147,You are giving Biden too much credit- he has no idea what is going on.   The Obama/Rice America haters are calling all the shots.   This whole situation is treasonous.,N/A,,
210,2,115,Cloward–Piven strategy maybe?,N/A,,
211,2,117,This is Obiden's plan to fundamentally transform America,N/A,,
212,2,137,"Democrats will get their voters one way or another. They will make them all legal, goodbye Republican party, you should've spent less time infighting.",N/A,,
213,N/A,0,"When we have a real president, we need to send everyone home.  You are not an asylum seeker, you are an economic migrant.  Go home and sort out your homeland.","'content_filter_result': {'hate': {'filtered': True, 'severity': 'high'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
214,4,120,chaos by design...maga 2024..end liberal lunacy,N/A,,
215,3,137,This generation will be known as the generation that did nothing while America was invaded. The left’s hatred of Trump was so complete they gave the country away.,N/A,,
216,2,144,The other part of this is to break the welfare system traditionally used to breed new Democrat voters. Next it will be a universal basic income which no one on it will ever vote against.,N/A,,
217,1,138,George Orwell — 'We know that no one ever seizes power with the intention of relinquishing it. Power is not a means, it is an end.',N/A,
218,2,112,The Democrat Party hates America.,N/A,,
219,1,111,Stop voting for Democrats.,N/A,,
220,2,120,"Every body keeps saying Biden, we all know it is all Obama.",N/A,,
221,N/A,0,"So much for Wikipedia's assertion that white replacement is a conspiracy theory. Joe Biden is just as guilty of committing genocide as Hitler was. He's simply accomplishing it through mass immigration rather than mass murder. By opening the U.S. to everyone, Biden is insuring that that the 85% of the human population that aren't of European ancestry will quickly become the majority of Americans. Biden and the Democrats are simultaneously stigmatizing people of European descent as racists and oppressors while undermining the traditions, culture, national identity, and religious beliefs of that racial group. These actions meet the criteria for genocide under the original definition:""Generally speaking, genocide does not necessarily mean the immediate destruction of a nation, except when accomplished by mass killings of all members of a nation. It is intended rather to signify a coordinated plan of different actions aiming at the destruction of essential foundations of the life of national groups, with the aim of annihilating the groups themselves. The objectives of such a plan would be the disintegration of the political and social institutions, of culture, language, national feelings, religion, and the economic existence of national groups, and the destruction of the personal security, liberty, health, dignity, and even the lives of the individuals belonging to such groups.""","'content_filter_result': {'hate': {'filtered': True, 'severity': 'high'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
222,2,203,"Reality check… of course it’s on purpose this is a socialist trick where they leave a mess for the other party to fix so the other party can be called racist, homophobic , and what have you so the socialists can come back into power. Not to mention the crime and debt they leave behind. The real question is will the citizens fall for it all over again they might sue to the mainstream media which will begin attacking as soon as the other party is in office.",N/A,,
223,2,131,"Aren’t they stealing our land?  This is not a joe Biden ploy, it’s all democrats.",N/A,,
224,N/A,0,"We're well on our way to mass deportations. It WILL be disruptive, but has to happen for the long run well being of the US.Suspect they'll need to use railroads to do it. Moving 20 million people living all over the US in <12 months will be a crazy amount of travel. supect 80% will need to be repatriated to Latin America. Balance of 20% should be returned by ship in modified cargo ships - mostly to Africa and Asia.Fascinating logistics challenge. The legal process will definitely need to be streamlined. Maybe martial law can do that...","'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
225,2,123,Biden is worse than covid.  He is a cancer on this nation.,N/A,,
226,4,160,Democrat math is simple: American tax-dollars + Open-borders - Voter-ID = Illegal-VOTES = Political-power. Americans can send a THANK YOU card to the Third-world Cartel Head Quarters at DNC & Henchmen in The White House.,N/A,,
